lang/src/mir/builder/loop_recipe/README.md	durable-production	module README — owner documentation
lang/src/mir/builder/loop_recipe/emit_direct_accum_wire.hako	bootstrap-compatibility	lang emitter — frozen portable wire surface; exercised by wire parity tests + hako_module.toml
lang/src/mir/builder/loop_recipe/emit_loop_recipe_wire.hako	bootstrap-compatibility	lang emitter — frozen portable wire surface; exercised by wire parity tests + hako_module.toml
lang/src/mir/builder/loop_recipe/emit_loop_true_wire.hako	bootstrap-compatibility	lang emitter — frozen portable wire surface; exercised by wire parity tests + hako_module.toml
lang/src/mir/builder/loop_recipe/emit_m8a_recurrence_wire.hako	bootstrap-compatibility	lang emitter — frozen portable wire surface; exercised by wire parity tests + hako_module.toml
lang/src/mir/builder/loop_recipe/emit_m8c_scans_wire.hako	bootstrap-compatibility	lang emitter — frozen portable wire surface; exercised by wire parity tests + hako_module.toml
lang/src/mir/builder/loop_recipe/emit_m8d_loopcond_wire.hako	bootstrap-compatibility	lang emitter — frozen portable wire surface; exercised by wire parity tests + hako_module.toml
lang/src/mir/builder/loop_recipe/emit_nested_predicate_wire.hako	bootstrap-compatibility	lang emitter — frozen portable wire surface; exercised by wire parity tests + hako_module.toml
src/mir/builder/control_flow/cleanup/policies/loop_simple_while_subset_policy.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_simple_while_facts.rs +1 more
src/mir/builder/control_flow/edgecfg/api/compose/loop_.rs	durable-production	production caller: src/runner/json_v0_bridge/lowering/stmts.rs +7 more
src/mir/builder/control_flow/edgecfg/api/compose/tests/loop_.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/facts/canon/generic_loop/condition.rs	retire-candidate	orphan file — no `mod generic_loop` declaration in facts/canon.rs and no #[path] include; stale forwarding shim superseded by control_flow/generic_loop_canon (mod decl dropped at 8513de549e); not compiled
src/mir/builder/control_flow/facts/canon/generic_loop/step.rs	retire-candidate	orphan file — no `mod generic_loop` declaration in facts/canon.rs and no #[path] include; stale forwarding shim superseded by control_flow/generic_loop_canon (mod decl dropped at 8513de549e); not compiled
src/mir/builder/control_flow/facts/canon/generic_loop/step/extract.rs	retire-candidate	orphan file — no `mod generic_loop` declaration in facts/canon.rs and no #[path] include; stale forwarding shim superseded by control_flow/generic_loop_canon (mod decl dropped at 8513de549e); not compiled
src/mir/builder/control_flow/facts/canon/generic_loop/step/placement.rs	retire-candidate	orphan file — no `mod generic_loop` declaration in facts/canon.rs and no #[path] include; stale forwarding shim superseded by control_flow/generic_loop_canon (mod decl dropped at 8513de549e); not compiled
src/mir/builder/control_flow/facts/canon/generic_loop/step/placement/matcher.rs	retire-candidate	orphan file — no `mod generic_loop` declaration in facts/canon.rs and no #[path] include; stale forwarding shim superseded by control_flow/generic_loop_canon (mod decl dropped at 8513de549e); not compiled
src/mir/builder/control_flow/facts/canon/generic_loop/types.rs	retire-candidate	orphan file — no `mod generic_loop` declaration in facts/canon.rs and no #[path] include; stale forwarding shim superseded by control_flow/generic_loop_canon (mod decl dropped at 8513de549e); not compiled
src/mir/builder/control_flow/facts/canon/generic_loop/update.rs	retire-candidate	orphan file — no `mod generic_loop` declaration in facts/canon.rs and no #[path] include; stale forwarding shim superseded by control_flow/generic_loop_canon (mod decl dropped at 8513de549e); not compiled
src/mir/builder/control_flow/facts/extractors/loop_simple_while.rs	durable-production	production caller: src/mir/builder/control_flow/facts/extractors/if_phi_join.rs +1 more
src/mir/builder/control_flow/facts/loop_cond_break_continue.rs	durable-production	production caller: src/mir/loop_route_policy/mod.rs +21 more
src/mir/builder/control_flow/facts/loop_cond_continue_only.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_builder.rs +7 more
src/mir/builder/control_flow/facts/loop_cond_continue_with_return.rs	durable-production	production caller: src/mir/builder/control_flow/plan/recipe_tree/matcher/loop_cond.rs +6 more
src/mir/builder/control_flow/facts/loop_cond_return_in_body.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +4 more
src/mir/builder/control_flow/facts/loop_cond_return_in_body/tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/facts/route_shape_recognizers/infinite_loop.rs	durable-production	production caller: src/mir/builder/control_flow/facts/ast_feature_extractor.rs +1 more
src/mir/builder/control_flow/generic_loop_canon/README.md	durable-production	module README — owner documentation
src/mir/builder/control_flow/generic_loop_canon/condition/bound.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/condition/mod.rs
src/mir/builder/control_flow/generic_loop_canon/condition/candidates.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/condition/bound.rs +4 more
src/mir/builder/control_flow/generic_loop_canon/condition/mod.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/mod.rs +5 more
src/mir/builder/control_flow/generic_loop_canon/mod.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_continue_only_facts.rs +12 more
src/mir/builder/control_flow/generic_loop_canon/step_extract/complex_step.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/step_extract/mod.rs
src/mir/builder/control_flow/generic_loop_canon/step_extract/mod.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/mod.rs +1 more
src/mir/builder/control_flow/generic_loop_canon/step_extract/next_step.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/step_extract/mod.rs
src/mir/builder/control_flow/generic_loop_canon/step_extract/shared.rs	durable-production	production caller: src/macro/ast_json/roundtrip_decoder.rs +26 more
src/mir/builder/control_flow/generic_loop_canon/step_extract/var_step.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/step_extract/mod.rs
src/mir/builder/control_flow/generic_loop_canon/step_placement/facts.rs	durable-production	production caller: src/box_callable/provider_admission/seal.rs +321 more
src/mir/builder/control_flow/generic_loop_canon/step_placement/mod.rs	durable-production	production caller: src/mir/builder/control_flow/facts/canon/generic_loop/step/placement/matcher.rs +2 more
src/mir/builder/control_flow/generic_loop_canon/step_placement/plan.rs	durable-production	production caller: src/box_callable/mod.rs +382 more
src/mir/builder/control_flow/generic_loop_canon/types.rs	durable-production	production caller: src/backend/runtime_type_tag.rs +146 more
src/mir/builder/control_flow/generic_loop_canon/update/literal_match.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/update/mod.rs
src/mir/builder/control_flow/generic_loop_canon/update/literal_step.rs	durable-production	production caller: src/mir/builder/control_flow/generic_loop_canon/update/mod.rs
src/mir/builder/control_flow/generic_loop_canon/update/mod.rs	durable-production	production caller: src/mir/builder/control_flow/plan/parts/entry.rs +4 more
src/mir/builder/control_flow/joinir/loop_context.rs	durable-production	production caller: src/mir/builder/control_flow/joinir/mod.rs
src/mir/builder/control_flow/joinir/merge/loop_header_phi_builder.rs	durable-production	production caller: src/mir/builder/control_flow/joinir/merge/mod.rs +1 more
src/mir/builder/control_flow/joinir/merge/loop_header_phi_info.rs	durable-production	production caller: src/mir/builder/control_flow/joinir/merge/header_pred_policy.rs +15 more
src/mir/builder/control_flow/joinir/route_entry/mod.rs	durable-production	production caller: src/mir/builder/control_flow/joinir/parity_checker.rs +12 more
src/mir/builder/control_flow/joinir/route_entry/registry/mod.rs	durable-production	production caller: src/backend/mir_interpreter/handlers/externals.rs +50 more
src/mir/builder/control_flow/joinir/route_entry/registry/predicates.rs	durable-production	production caller: src/mir/builder/normal_callable_loop_source_route.rs +1 more
src/mir/builder/control_flow/joinir/route_entry/router.rs	durable-production	production caller: src/backend/mir_interpreter/exec/frame_transaction.rs +13 more
src/mir/builder/control_flow/joinir/route_entry/runtime_adjacent_shadow_guard.rs	durable-production	production caller: src/mir/builder/control_flow/joinir/route_entry/mod.rs
src/mir/builder/control_flow/plan/facts/accum_const_loop_facts.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +4 more
src/mir/builder/control_flow/plan/facts/expr_generic_loop.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_cond/break_continue_validator_cond.rs +2 more
src/mir/builder/control_flow/plan/facts/loop_array_join_facts.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +3 more
src/mir/builder/control_flow/plan/facts/loop_break_tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/plan/facts/loop_builder.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/mod.rs +2 more
src/mir/builder/control_flow/plan/facts/loop_char_map_facts.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +3 more
src/mir/builder/control_flow/plan/facts/loop_condition_shape.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_scan_with_init.rs +3 more
src/mir/builder/control_flow/plan/facts/loop_continue_only_facts.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/mod.rs +1 more
src/mir/builder/control_flow/plan/facts/loop_scan_with_init.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +2 more
src/mir/builder/control_flow/plan/facts/loop_simple_while_facts.rs	durable-production	production caller: src/mir/builder/control_flow/lower/normalize/canonicalize.rs +3 more
src/mir/builder/control_flow/plan/facts/loop_source_receipt.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +2 more
src/mir/builder/control_flow/plan/facts/loop_split_scan.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_builder.rs +2 more
src/mir/builder/control_flow/plan/facts/loop_step_shape.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_scan_with_init.rs +3 more
src/mir/builder/control_flow/plan/facts/loop_tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/plan/facts/loop_tests_parts/invariants.rs	test-oracle	#[path]-included by cfg(test) loop_tests.rs
src/mir/builder/control_flow/plan/facts/loop_tests_parts/multi_candidate.rs	test-oracle	#[path]-included by cfg(test) loop_tests.rs
src/mir/builder/control_flow/plan/facts/loop_tests_parts/planner_ctx.rs	test-oracle	#[path]-included by cfg(test) loop_tests.rs
src/mir/builder/control_flow/plan/facts/loop_tests_parts/scan_with_init.rs	test-oracle	#[path]-included by cfg(test) loop_tests.rs
src/mir/builder/control_flow/plan/facts/loop_tests_parts/split_scan.rs	test-oracle	#[path]-included by cfg(test) loop_tests.rs
src/mir/builder/control_flow/plan/facts/loop_true_early_exit_facts.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +2 more
src/mir/builder/control_flow/plan/facts/loop_types.rs	durable-production	production caller: src/mir/builder/control_flow/plan/recipe_tree/scan_with_init_builder.rs +7 more
src/mir/builder/control_flow/plan/facts/nested_loop_minimal_facts.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_types.rs +2 more
src/mir/builder/control_flow/plan/facts/nested_loop_profile.rs	durable-production	production caller: src/mir/builder/control_flow/plan/facts/loop_builder.rs +1 more
src/mir/builder/control_flow/plan/features/carrier_merge.rs	durable-production	production caller: lang/src/compiler/lib/carrier_merge_assignment_projector.hako +1 more
src/mir/builder/control_flow/plan/features/carriers.rs	durable-production	production caller: src/mir/verification.rs +9 more
src/mir/builder/control_flow/plan/features/carriers/continue_only.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/carriers.rs +5 more
src/mir/builder/control_flow/plan/features/coreloop_frame.rs	durable-production	production caller: src/mir/builder/control_flow/plan/parts/loop_/loop_v0.rs +2 more
src/mir/builder/control_flow/plan/features/loop_break_composite_source.rs	durable-production	production caller: src/mir/builder/raw_loop_child_entry.rs +1 more
src/mir/builder/control_flow/plan/features/loop_break_source.rs	durable-production	production caller: src/mir/normal_callable_semantic_package/model.rs +5 more
src/mir/builder/control_flow/plan/features/loop_carriers.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/coreloop_frame.rs +5 more
src/mir/builder/control_flow/plan/features/loop_cond_bc.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_item.rs +7 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_cleanup.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_source.rs +1 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_continue_if.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_item.rs +1 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_else_patterns/breaks.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_else_patterns/mod.rs
src/mir/builder/control_flow/plan/features/loop_cond_bc_else_patterns/guard_break.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_else_patterns/mod.rs
src/mir/builder/control_flow/plan/features/loop_cond_bc_else_patterns/mod.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_item.rs +1 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_else_patterns/returns.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_else_patterns/mod.rs
src/mir/builder/control_flow/plan/features/loop_cond_bc_item.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_util.rs +3 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_item_stmt.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_util.rs +5 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_nested_carriers.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/mod.rs
src/mir/builder/control_flow/plan/features/loop_cond_bc_phi_materializer.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_source.rs +2 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_source.rs	durable-production	production caller: src/mir/builder/raw_loop_child_entry.rs +1 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_util.rs	durable-production	production caller: src/mir/builder/control_flow/plan/parts/associated_source/callable_loop_source_lowering.rs +3 more
src/mir/builder/control_flow/plan/features/loop_cond_bc_verifier.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_cond_bc_source.rs +1 more
src/mir/builder/control_flow/plan/features/loop_true_break_continue_cleanup.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_true_break_continue_source.rs +1 more
src/mir/builder/control_flow/plan/features/loop_true_break_continue_phi_materializer.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_true_break_continue_verifier.rs +2 more
src/mir/builder/control_flow/plan/features/loop_true_break_continue_source.rs	durable-production	production caller: src/mir/builder/raw_loop_child_entry.rs +2 more
src/mir/builder/control_flow/plan/features/loop_true_break_continue_verifier.rs	durable-production	production caller: src/mir/builder/control_flow/plan/features/loop_true_break_continue_source.rs +1 more
src/mir/builder/control_flow/plan/generic_loop/mod.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_cond/break_continue_validator_prelude.rs +2 more
src/mir/builder/control_flow/plan/loop_accum_binding_port.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_accum_physicalizer.rs +1 more
src/mir/builder/control_flow/plan/loop_accum_binding_ssa_emitter_tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/plan/loop_accum_binding_ssa_failure_tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/plan/loop_accum_binding_ssa_operation_tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/plan/loop_accum_caller_zero.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_accum_physicalizer.rs +1 more
src/mir/builder/control_flow/plan/loop_accum_physical_role_plan_tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/plan/loop_accum_physicalizer.rs	durable-production	production caller: src/mir/builder/resolved_lowering/direct_accum_lowerer.rs +3 more
src/mir/builder/control_flow/plan/loop_accum_physicalizer/session.rs	durable-production	production caller: src/backend/mir_interpreter/mod.rs +34 more
src/mir/builder/control_flow/plan/loop_accum_physicalizer_tests.rs	test-oracle	cfg(test)/parity test surface for retained machinery
src/mir/builder/control_flow/plan/loop_break/README.md	durable-production	module README — owner documentation
src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_break/facts/mod.rs +4 more
src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts_helpers.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts.rs +3 more
src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts_shape_matchers.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts_helpers.rs +1 more
src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts_shape_matchers/body_local_common.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts_shape_matchers/body_local_digit_matcher.rs +2 more
src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts_shape_matchers/body_local_digit_matcher.rs	durable-production	production caller: src/mir/builder/control_flow/plan/loop_break/facts/body_local_facts_shape_matchers.rs
