# LOOP-POST-CUTOVER-BOXSHAPE-C0 move/delete manifest
# columns: file | class | target_home | action
# action: keep = already in role-correct home; deleted = orphan shim retired in this row
# constraint: pub(in crate::mir::builder) seals producer internals to the builder home;
#   moving them out would widen visibility — not a behavior-preserving shape change.
lang/src/mir/builder/loop_recipe/README.md	durable-production	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
lang/src/mir/builder/loop_recipe/emit_direct_accum_wire.hako	bootstrap-compatibility	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
lang/src/mir/builder/loop_recipe/emit_loop_recipe_wire.hako	bootstrap-compatibility	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
lang/src/mir/builder/loop_recipe/emit_loop_true_wire.hako	bootstrap-compatibility	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
lang/src/mir/builder/loop_recipe/emit_m8a_recurrence_wire.hako	bootstrap-compatibility	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
lang/src/mir/builder/loop_recipe/emit_m8c_scans_wire.hako	bootstrap-compatibility	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
lang/src/mir/builder/loop_recipe/emit_m8d_loopcond_wire.hako	bootstrap-compatibility	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
lang/src/mir/builder/loop_recipe/emit_nested_predicate_wire.hako	bootstrap-compatibility	bootstrap wire emitters (lang/src/mir/builder/loop_recipe)	keep
src/mir/builder/control_flow/cleanup/policies/loop_simple_while_subset_policy.rs	durable-production	source-producers (src/mir/builder — MirBuilder producer home)	keep
src/mir/builder/control_flow/edgecfg/api/compose/loop_.rs	durable-production	source-producers (src/mir/builder — MirBuilder producer home)	keep
src/mir/builder/control_flow/edgecfg/api/compose/tests/loop_.rs	test-oracle	source-producers (src/mir/builder — MirBuilder producer home)	keep
src/mir/builder/control_flow/facts/canon/generic_loop/condition.rs	retire-candidate	source-producers (src/mir/builder — MirBuilder producer home)	deleted (f8f76d5ade — orphan shims, never compiled)
src/mir/builder/control_flow/facts/canon/generic_loop/step.rs	retire-candidate	source-producers (src/mir/builder — MirBuilder producer home)	deleted (f8f76d5ade — orphan shims, never compiled)
src/mir/builder/control_flow/facts/canon/generic_loop/step/extract.rs	retire-candidate	source-producers (src/mir/builder — MirBuilder producer home)	deleted (f8f76d5ade — orphan shims, never compiled)
